facility_name,city,state,zip,phone,accepts_medicaid,accepts_medicare,accepts_private_insurance,accepts_self_pay_cash,state_financed_insurance,military_insurance,ihs_tribal_urban_funds,sliding_fee_scale,payment_assistance,affordability_tier
Suncoast Mental Health Center — Okeechobee,Okeechobee,FL,34972,863-824-0300,False,False,True,True,False,False,False,False,False,Medium Cost
Jackson CMHC — Childrens Outpatient Services,Opa Locka,FL,33054,786-466-2700,False,True,True,True,False,False,False,False,False,Medium Cost
Jackson Community Mental Hlth Ctr,Opa Locka,FL,33054,786-466-2800,False,True,True,True,True,False,False,False,False,Low Cost
Florida Counseling and Eval Services — Orange Park,Orange Park,FL,32073,904-239-3677,False,True,True,True,False,True,False,True,True,Free/No Cost
Aspire Health Partners — Addiction Receiving Facility,Orlando,FL,32810,407-875-3700 x4356,False,True,True,True,False,False,False,True,False,Low Cost
Care Clinic,Orlando,FL,32809,844-782-6963,False,False,True,True,False,False,False,False,False,Medium Cost
Good Friend Counseling Services,Orlando,FL,32809,407-250-2020,False,True,True,True,False,True,False,False,False,Medium Cost
Lake Baldwin VA Clinic — Mental Health,Orlando,FL,32803,407-646-5500,False,True,True,False,False,True,False,False,False,Medium Cost
Orlando Health — The Healing Tree,Orlando,FL,32805,407-317-7430,False,False,False,True,False,False,False,False,True,Free/No Cost
Orlando VAMC — Mental Health 116A,Orlando,FL,32827,407-631-1000,False,True,True,False,False,True,False,False,False,Medium Cost
Pan American Behavioral Health,Orlando,FL,32819,407-982-7718,False,False,True,True,False,False,False,False,False,Medium Cost
Renaissance Healthcare Group LLC — Pasadena Villa,Orlando,FL,32803,407-246-5250,False,False,False,True,False,False,False,False,False,Medium Cost
Total Health Guidance LLC,Orlando,FL,32819,321-332-6984,False,False,True,True,False,True,False,True,True,Free/No Cost
University Behavioral Center,Orlando,FL,32826,407-281-7000,False,True,True,True,True,True,False,False,False,Low Cost
Promises Five Palms,Ormond Beach,FL,32174,855-457-2567,False,False,True,True,False,False,False,False,False,Medium Cost
Positive Health and Wellness,Palm Beach,FL,33480,305-498-7227,False,False,False,True,False,False,False,True,False,Low Cost
Henderson Behavioral Health — FACT,Palm Beach Gardens,FL,33410,561-649-6500,False,False,False,False,False,False,False,True,True,Free/No Cost
West Palm Beach VAMC — Mental Hygiene (116A),Palm Beach Gardens,FL,33410,561-422-8234,False,False,True,False,False,True,False,False,False,Medium Cost
Emerald Coast Behavioral Hospital — Outpatient Services,Panama City,FL,32405,850-481-0306,False,True,True,True,False,True,False,False,False,Medium Cost
Life Management Center — Northwest Florida Inc,Panama City,FL,32405,850-522-4485 x1346,False,True,True,True,True,True,False,True,True,Free/No Cost
Baptist Hospital — Behavioral Health Unit,Pensacola,FL,32503,448-227-2100,False,True,True,True,True,True,False,False,False,Low Cost
Childrens Home Society of Florida — Western Division,Pensacola,FL,32502,850-266-2700,False,False,False,True,False,True,False,True,False,Low Cost
Florida Therapy Services — Pensacola,Pensacola,FL,32505,850-215-6007,False,True,True,True,False,True,False,False,False,Medium Cost
Residential Treatment for Children — Meridian,Pensacola,FL,32501,850-332-6151,False,False,True,True,True,True,False,False,False,Low Cost
Adoption Related Servs of Pinellas and — Family Enrichment Services,Pinellas Park,FL,33781,727-657-7761,False,False,False,True,True,False,False,True,False,Low Cost
Personal Enrichment Through — MH Servs/PEMHS,Pinellas Park,FL,33782,727-545-6477 x395,False,False,True,True,True,False,False,False,False,Low Cost
WhiteSands Alcohol and Drug Rehab — Tampa,Plant City,FL,33563,813-756-5660,False,False,True,True,True,True,False,False,False,Low Cost
Banyan Pompano — Outpatient Treatment Services,Pompano Beach,FL,33062,800-547-4615,False,False,True,True,False,False,False,False,False,Medium Cost
Charlotte Behavioral Healthcare at — Family Services Center,Port Charlotte,FL,33952,941-639-8300,False,False,True,True,True,True,False,True,True,Free/No Cost
2nd Chance Mental Health Center,Port Saint Lucie,FL,34952,772-335-0166,False,False,True,True,False,False,False,True,False,Low Cost
Florida Psychiatry Associates LLC,Port Saint Lucie,FL,34986,772-878-7216,False,True,True,True,False,True,False,False,False,Medium Cost
Henderson Behavioral Health — Port Saint Lucie/CM Wrap Around,Port Saint Lucie,FL,34986,772-361-6767,False,False,True,True,False,True,False,True,True,Free/No Cost
IMind Mental Health Solutions,Port Saint Lucie,FL,34986,772-497-5985,False,True,True,True,True,False,False,True,False,Low Cost
Legacy Behavioral Health Center Inc,Port Saint Lucie,FL,34983,772-873-8811,False,False,False,True,False,False,False,True,True,Free/No Cost
Port Saint Lucie Hospital,Port Saint Lucie,FL,34952,772-335-0400,False,True,True,True,False,True,False,False,False,Medium Cost
Treasure Coast Counseling Center,Port Saint Lucie,FL,34952,772-335-9808,False,True,True,True,False,True,False,False,False,Medium Cost
Charlotte Behavioral Healthcare Inc,Punta Gorda,FL,33950,941-639-8300,False,True,True,True,True,True,False,True,True,Free/No Cost
Gadsden Residential — Apalachee Center Inc,Quincy,FL,32351,850-523-3333 x7730,False,True,False,False,False,False,False,True,False,Low Cost
Flagler Hospital,Saint Augustine,FL,32086,904-819-5155 x4560,False,True,True,True,False,True,False,False,False,Medium Cost
SMA Outpt and FL Assertive Comm Trt — St Augustine,Saint Augustine,FL,32084,800-539-4228,False,True,True,True,False,False,False,True,False,Low Cost
Spencer Recovery Centers Florida Inc — DBA Dr Pauls by the Sea,Saint Augustine,FL,32084,949-313-5270,False,False,True,True,False,True,False,False,False,Medium Cost
St Augustine Youth Services Inc,Saint Augustine,FL,32086,904-829-1770,False,False,True,True,True,False,False,False,True,Free/No Cost
Blackberry Center — Behavioral Hospital,Saint Cloud,FL,34769,321-805-5090,False,True,True,True,True,False,False,False,False,Low Cost
Inspire Counseling and Support Center — Counseling Center,Saint Cloud,FL,34769,407-892-5700 x164,False,True,True,True,True,True,False,True,False,Low Cost
Transition House Inc,Saint Cloud,FL,34769,407-892-5700 x101,False,True,True,True,True,True,False,False,False,Low Cost
Suncoast Center Inc — Community Programs,Saint Petersburg,FL,33705,727-388-1220,False,True,True,True,True,True,False,False,True,Free/No Cost
Suncoast Center Inc — Outpatient Services,Saint Petersburg,FL,33711,727-388-1220,False,True,True,True,True,True,False,True,False,Low Cost
West Coast Behavioral Healthcare,Saint Petersburg,FL,33713,727-471-8087,False,False,False,True,False,False,False,False,False,Medium Cost
True Health,Sanford,FL,32771,407-322-8645,False,True,True,True,True,True,False,True,True,Free/No Cost
Oasis Health Services LLC,Santa Rosa Beach,FL,32459,509-381-6035,False,True,True,True,True,True,False,False,False,Low Cost
Clean Recovery Centers,Sarasota,FL,34238,813-669-7010,False,False,True,True,False,True,False,False,False,Medium Cost
Florida Center for Early Childhood,Sarasota,FL,34235,941-371-8820,False,False,True,True,True,True,False,True,True,Free/No Cost
Prodigal Daughters Journey Home,Sarasota,FL,34243,941-351-0652,False,False,False,False,False,False,False,False,True,Free/No Cost
Guest House Ocala,Silver Springs,FL,34488,855-483-7800,False,False,True,True,False,False,False,False,False,Medium Cost
Springbrook Hospital,Spring Hill,FL,34609,352-596-4306,False,True,True,True,True,True,False,False,False,Low Cost
Springbrook Partial Hosp Program,Spring Hill,FL,34609,352-597-8877,False,True,True,True,True,False,False,False,False,Low Cost
Meridian Behavioral Healthcare Inc — Bradford County Clinic,Starke,FL,32091,904-964-8382,False,True,True,True,True,True,False,True,False,Low Cost
Legacy Behavioral Health Center,Stuart,FL,34994,772-497-0049,False,False,False,True,False,False,False,True,True,Free/No Cost
New Horizons of the Treasure Coast — Outpatient Mental Health and Substance,Stuart,FL,34994,772-221-4088,False,True,True,True,True,True,False,False,False,Low Cost
Suncoast Mental Health Center — Martin,Stuart,FL,34994,772-221-8585,False,False,True,True,False,False,False,False,False,Medium Cost
LifeStream Behavioral Center — Phoenix House,Sumterville,FL,33585,352-315-7500,False,True,True,True,False,False,False,True,False,Low Cost
Apalachee Center Inc — Eastside Psychiatric Hospital,Tallahassee,FL,32308,850-523-3333 x3245,False,True,True,True,False,True,False,True,False,Low Cost
Apalachee Center Inc — Lower Level K,Tallahassee,FL,32308,850-523-3333,False,True,False,False,False,False,False,True,False,Low Cost
Apalachee Center Inc — PATH Crisis Stabilization Unit,Tallahassee,FL,32308,850-523-3333 x4920,False,False,True,True,False,True,False,True,False,Low Cost
Apalachee Center Inc — Residential G,Tallahassee,FL,32308,850-523-3333 x5350,False,True,False,False,False,False,False,True,False,Low Cost
Apalachee Center Inc — Residential K,Tallahassee,FL,32308,850-523-3333 x5208,False,True,False,False,False,False,False,True,False,Low Cost
Apalachee Center Inc — SRT,Tallahassee,FL,32308,850-523-3333 x3483,False,False,False,False,False,False,False,False,False,Unknown
Florida Therapy Services — Tallahassee,Tallahassee,FL,32308,850-681-6001 x325,False,True,True,True,False,True,False,False,False,Medium Cost
BayCare Behavioral Health — Life Management Services,Tampa,FL,33607,813-872-7582,False,True,True,True,False,False,False,False,False,Medium Cost
Care Clinic,Tampa,FL,33602,844-782-6963,False,False,True,True,False,False,False,False,False,Medium Cost
Center for Discovery — Tampa,Tampa,FL,33606,855-818-2029,False,False,True,True,False,False,False,False,False,Medium Cost
Families First of Florida,Tampa,FL,33634,813-290-8560,False,False,True,True,False,True,False,False,False,Medium Cost
Gracepoint Adult Outpatient and — Assessment Center,Tampa,FL,33610,813-272-2244,False,True,True,True,True,False,False,True,True,Free/No Cost
Neuropsychiatric Institute,Tampa,FL,33607,813-636-8811,False,True,True,True,True,False,False,False,False,Low Cost
Northside Behavioral Health Center,Tampa,FL,33612,813-977-8700,False,True,True,True,True,False,False,False,False,Low Cost
Steven A Cohen Military Family Clinic — Aspire Health Partners,Tampa,FL,33610,813-542-5500,False,True,True,True,False,True,False,True,True,Free/No Cost
Success 4 Kids and Families Inc,Tampa,FL,33607,813-490-5490,False,False,False,False,False,False,False,False,True,Free/No Cost
Windmoor Healthcare — Outpatient Clinic Tampa,Tampa,FL,33607,727-541-2646,False,True,True,True,True,True,False,False,False,Low Cost
Tavares VA Clinic,Tavares,FL,32778,352-253-2900,False,True,True,False,False,True,False,False,False,Medium Cost
Meridian Behavioral Healthcare Inc — Gilchrist County Clinic,Trenton,FL,32693,352-487-0064,False,True,True,True,True,True,False,True,False,Low Cost
LifeStream Behavioral Center — Our Turning Point Ranch,Umatilla,FL,32784,352-315-7500,False,False,True,True,False,False,False,True,False,Low Cost
Cleveland Clinic Indian River Hospital — Behavioral Health Center,Vero Beach,FL,32960,772-563-4444 x4177,False,True,True,True,True,True,False,True,True,Free/No Cost
Legacy Behavioral Health Center Inc,Vero Beach,FL,32960,772-257-5264,False,False,False,True,False,False,False,True,True,Free/No Cost
New Horizons of the Treasure Coast — Outpatient Mental Health and Substance,Vero Beach,FL,32966,772-778-7217,False,True,True,True,True,True,False,False,False,Low Cost
Suncoast Mental Health Center — Indian River,Vero Beach,FL,32960,772-564-8616,False,False,True,True,False,False,False,False,False,Medium Cost
Peace River Center — Wauchula Office,Wauchula,FL,33873,863-519-0575,False,True,True,True,True,True,False,False,False,Low Cost
Boys Town South Florida — Behavioral Health Clinic,West Palm Beach,FL,33401,561-612-6056,False,False,True,True,True,True,False,False,False,Low Cost
Care Clinic,West Palm Beach,FL,33401,844-782-6963,False,False,True,True,False,False,False,False,False,Medium Cost
Recovery Research Network Foundation — Recovery Town,West Palm Beach,FL,33404,561-838-7329,False,True,True,True,True,True,False,True,True,Free/No Cost
Telstone IOP,West Palm Beach,FL,33401,561-900-0003,False,False,True,True,False,False,False,False,False,Medium Cost
VIP Integrative Healthcare,West Palm Beach,FL,33406,561-909-8555,False,True,True,True,True,True,False,True,False,Low Cost
Boys Town Central Florida,Winter Park,FL,32792,407-853-7707,False,False,True,True,True,True,False,False,False,Low Cost
La Amistad Behavioral Health Servs — Adult Residential Treatment Center,Winter Park,FL,32792,407-647-0660,False,False,True,True,False,True,False,False,False,Medium Cost
Starting Point Behavioral Healthcare,Yulee,FL,32097,904-225-8280,False,True,True,True,True,True,False,True,True,Free/No Cost
Torn Counseling and Recovery Center,Acworth,GA,30101,678-941-4300,False,False,True,True,False,False,False,False,False,Medium Cost
Legacy Behavioral Health Services,Adel,GA,31620,229-896-4559,False,True,True,True,True,True,False,True,False,Low Cost
Aspire Behavioral Health,Albany,GA,31701,229-430-4140,False,True,True,True,True,False,False,True,True,Free/No Cost
Unison Behavioral Health — Bacon BHS,Alma,GA,31510,912-632-1111,False,True,True,True,True,False,False,True,True,Free/No Cost
Advantage Behavioral Health Systems — Athens/Clarke Clinic,Athens,GA,30606,706-389-6767,False,True,True,True,True,True,False,True,True,Free/No Cost
Advantage Behavioral Health Systems — I CAN Peer Support Program,Athens,GA,30606,706-389-6767 x7345,False,True,True,True,True,True,False,True,True,Free/No Cost
Advantage Behavioral Health Systems — Youth Services,Athens,GA,30601,706-389-6767,False,True,True,True,True,True,False,True,True,Free/No Cost
VA Augusta Healthcare System Norwood — Athens VA Clinic,Athens,GA,30601,706-733-0188 x45511,False,True,True,True,True,True,False,False,False,Low Cost
Atlanta Treatment Center (ATC),Atlanta,GA,30339,404-333-8301,False,False,False,True,False,False,False,True,True,Free/No Cost
Berman Center,Atlanta,GA,30338,866-922-2089,False,False,True,True,False,False,False,True,False,Low Cost
CHRIS 180 Inc,Atlanta,GA,30316,404-324-4190,False,True,True,True,True,False,False,True,True,Free/No Cost
CHRIS 180 Inc — CHRIS Counseling DeKalb,Atlanta,GA,30329,404-636-1457,False,True,True,True,True,False,False,True,True,Free/No Cost
DeKalb CSB — North DeKalb Mental Health Center,Atlanta,GA,30341,770-457-5867,False,True,False,True,True,False,False,True,True,Free/No Cost
DeKalb CSB — The Kirkwood Center,Atlanta,GA,30317,404-370-7474,False,True,False,True,True,False,False,True,True,Free/No Cost
Dunwoody Behavioral Health Center,Atlanta,GA,30338,770-238-2674,False,False,True,True,False,False,False,False,False,Medium Cost
Emory Healthcare Veterans Program,Atlanta,GA,30329,888-514-5345,False,True,True,False,False,True,False,False,True,Free/No Cost
Grady Memorial Hospital Corporation — Department of Behavioral Health,Atlanta,GA,30303,404-616-1000,False,True,True,True,True,False,False,True,True,Free/No Cost
