id,org,street,city,state,zip,context
,,,,,,1588801278	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551		2172582256
,,,,,,1265679724	515 22nd Ave	Monroe Clinic	Monroe	WI	535661569	US	6083242222
,,,,,,"1134367352	3366 Oakdale Ave No	""#315 North Clinic, PA""	Robbinsdale	MN	554222948	US	7635877900		7635877989"
,,,,,,1932347895	5601 Health Center Dr		Abilene	TX	796061225	US	3256904460
,,,,,,"1407094188	""4201 St. Antoine, 2E""	University Health Center	Detroit	MI	482012153	US	3136732172"
,,1043459654	301 Andrews Ave	Lyster Army Health Clinic	Fort Rucker,,AL,36362,1043459654	301 Andrews Ave	Lyster Army Health Clinic	Fort Rucker	AL	36362	US	3342557000
,,,,,,1235378217	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9037388613
,,,,,,1861633638	4201 Saint Antoine St	2E university health center	Detroit	MI	482012153	US	3137454832		3137454052
,,,,,,1619118650	Cb 7570 Old Clinic Building		Chapel Hill	NC	275997570	US	9199667764
,"1598907255 77 Nealy Ave ""Langley AFB, Family Health Clinic"" Langley",,AFB,VA,23665,"1598907255	77 Nealy Ave	""Langley AFB, Family Health Clinic""	Langley AFB	VA	23665	US	7572252451"
,,,,,,1861634412	30 Oki Place	Molokai Community Health Center	Kaunakakai	HI	967482040	US	8085535038	608
,,,,,,1184866675	805 Tom Foy Blvd	HMS Bayard Community Health Center	Bayard	NM	880239767	US	5755375068		5755422388
,,,,,,1922240449	2950 Cleveland Clinic Blvd	Radiology Department	Weston	FL	333313609	US	9546895123
,,,,,,1508008053	3601 The Vanderbilt Clinic		Nashville	TN	372324802	US	6159362000
,,,,,,1215179767	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325
,,,,,,1871735936	Mayo Clinic	200 1st street SW	Rochester	MN	559050001	US	5072842511
,,1639311764	2100 W 3rd Str Ste 111	House Clinic	Los Angeles,,CA,90057,1639311764	2100 W 3rd Str Ste 111	House Clinic	Los Angeles	CA	90057	US	2134839930		2134845900
,,,,,,"1689817199	4805 NE Glisan St	""Providence Psychiatry Clinic, Bldg A""	Portland	OR	972132933	US	5032156585"
,,,,,,1184867541	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1104069400	170 Morton St	Michael J. Gill Mental Health & Wellness Clinic	Jamaica Plain	MA	21303735	US	6176195911
,,,,,,1851534960	3601 The Vanderbilt Clinic		Nashville	TN	372322548	US	6153223000
,,,,,,1255575130	100 E Lancaster Ave	Clinic Area B15	Wynnewood	PA	190963450	US	4844762658		4844762636
,,,,,,1881828085	720 Eskenazi Ave	Outpt Clinic Ctr 3rd Floor	Indianapolis	IN	462025166	US	3173961300		3173293040
,,1588898654	UK Surgery Clinic - General	125 E Maxwell Ste 302	Lexington,,KY,40508,1588898654	UK Surgery Clinic - General	125 E Maxwell Ste 302	Lexington	KY	40508	US	8592182774
,,,,,,1689808339	Marshfield Clinic	1000 N Oak Avenue	Marshfield	WI	544495703	US	7152215511		7153890626
,,,,,,1508090234	1000 Health Center Dr		Mattoon	IL	619384644	US	2172386247		2172584175
,,,,,,1548494115	425 Clinic Dr		Morehead	KY	403511077	US	6067847551		6067842542
,,,,,,1801020466	740 S Limestone B317 Ear Nose and Throat Clinic		Lexington	KY	405361873	US	8592575405		8592574644
,"1225262553 270 Grant Ave. ""Mayview Community Health Center,"" Palo",,Alto,CA,94306,"1225262553	270 Grant Ave.	""Mayview Community Health Center,""	Palo Alto	CA	94306	US	6503278717"
,,,,,,1114151446	1 Clinic Dr		Richlands	VA	246411102	US	2769646771		2769641314
,,,,,,1811122153	4855 W Arrowhead Rd	Essentia Health Hermantown Clinic	Hermantown	MN	558113936	US	2187863540
,,1427283522	653 W. Eighth St.	Faculty Clinic 3rd Floor	Jacksonville,,FL,32209,1427283522	653 W. Eighth St.	Faculty Clinic 3rd Floor	Jacksonville	FL	32209	US	9042443903		9042443870
,,1225264153	161 Glen Street #101	CentraCare Quick Clinic Foley	Foley,,MN,56329,1225264153	161 Glen Street #101	CentraCare Quick Clinic Foley	Foley	MN	56329	US	3206567128		5413024655
,,,,,,1346476041	5501 Hopkins Bayview Cir	Pulmonary clinic 2nd floor	Baltimore	MD	212246821	US	4105502304
,,,,,,1205062759	12680 Olive Blvd Ste 300	Mercy Clinic Family Medicine	Saint Louis	MO	631416322	US	3142518888		3142518889
,,,,,,1053548107	3000 32nd Avenue	Essentia Health 32nd Avenue Clinic	Fargo	ND	581036132	US	7013648000
,,,,,,1396972147	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384329		2172582186
,,,,,,1043447873	Cleveland Clinic Cardiovascular Medicine	9500 Euclid Ave. J2-3	Cleveland	OH	441950001	US	2164446727		2164456174
,,,,,,1942437603	200 Clinic Dr		Madisonville	KY	424311661	US	2708257200
,,,,,,1164659892	Cleveland Clinic 9500 Euclid Avenue Na23		Cleveland	OH	441950001	US	2164445690
,,,,,,1417184029	4901 Forest Park Ave	Whol Clinic Ste 241	Saint Louis	MO	631081495	US	3143625060		3143625969
,,1669600250	Ortho/Surgery Clinic - 1801 Sunset Drive		Columbia,,SC,29203,1669600250	Ortho/Surgery Clinic - 1801 Sunset Drive		Columbia	SC	29203	US	8034344166		8034344183
,,,,,,1922236223	1230 E. Main Street	Mankato Clinic at Main Street	Mankato	MN	560028674	US	5076251811
,,,,,,1225266422	1000 Health Center Drive		Mattoon	IL	619389253	US	2172384325		2172384320
,,,,,,1861620114	3601 The Vanderbilt Clinic		Nashville	TN	372322433	US	6153223000
,,,,,,1437387545	400 E 3rd St	Essentia Health Duluth Clinic	Duluth	MN	558051951	US	2187868364
,,,,,,1780812727	2310 Holmes St	Oncology Clinic	Kansas City	MO	641082602	US	8164044039
,,1861620692	Marshfield Clinic	1000 N Oak Avenue	Marshfield,,WI,54449,1861620692	Marshfield Clinic	1000 N Oak Avenue	Marshfield	WI	54449	US	7153890791
,,,,,,"1457580003	University Of Kentucky	""Kentucky Clinic, Room B259""	Lexington	KY	405360284	US	8593233900		8592571331"
,,1699904292	Marshfield Clinic 1000 N Oak Ave		Marshfield,,WI,54449,1699904292	Marshfield Clinic 1000 N Oak Ave		Marshfield	WI	54449	US	7153875260		7153875434
,"1356570832 1100 N. College Ave ""Building 21, Dental Clinic""",,Fayetteville,AR,72703,"1356570832	1100 N. College Ave	""Building 21, Dental Clinic""	Fayetteville	AR	72703	US	4794445042	65202"
,,1689803017	Latterman Family Health Center	2347 5th Avenue	McKeesport,,PA,15132,1689803017	Latterman Family Health Center	2347 5th Avenue	McKeesport	PA	15132	US	4126735504
,,,,,,1649409020	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595366
,,,,,,1407086283	1000 Health Center Dr		Mattoon	IL	619384644	US	2172386247		2172584175
,,,,,,1255561023	312 E Main	McFarland Clinic PC	Marshalltown	IA	501581992	US	6417525469		6418442205
,,,,,,1316177082	U.S. Army Health Clinic Stuttgart	Unit 30401	APO	AE	91070401	US	4.97117E+11		4.97012E+12
,,,,,,1922238583	1721 Admiral Taussig Blvd	Branch Health Clinic Naval Station Norfolk	Norfolk	VA	235112899	US	7579538869
,,1962632356	3811 O'Hara St	Western Psychiatric Institute and Clinic	Pittsburgh,,PA,15213,1962632356	3811 O'Hara St	Western Psychiatric Institute and Clinic	Pittsburgh	PA	15213	US	4122465320
,,,,,,1417187907	Sanford Seventh & Rosser Clinic 414 N 7th St		Bismarck	ND	585014423	US	7013236543
,,,,,,1629208079	516 Delaware St SE	Clinic 6A	Minneapolis	MN	554550356	US	6126258690
,,,,,,1164653085	1134 State Route 29	Greenwich Family Health Center	Greenwich	NY	128346107	US	5186929861		5186927947
,,,,,,1164653085	1134 State Route 29	Greenwich Family Health Center	Greenwich	NY	128346107	US	5186929861		5186927947
,,1386875177	Cleveland Clinic Main Campus	9500 Euclid Ave	Cleveland,,OH,44195,1386875177	Cleveland Clinic Main Campus	9500 Euclid Ave	Cleveland	OH	44195	US	2164453235
,,,,,,1952532475	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595670
,,,,,,"1457582843	""7703 Floyd Curl Drive, MSC 7903""	UTHSCSA - Advanced General Dentistry Clinic	San Antonio	TX	782293900	US	2105673456		2105673443"
,,,,,,1336370576	Cleveland Clinic 9500 Euclid Ave		Cleveland	OH	441950001	US	2164456816
,,1962633073	1050 W. Perimeter Rd	Malcolm Grow Medical Clinic	Joint Base Andrews,,MD,20762,1962633073	1050 W. Perimeter Rd	Malcolm Grow Medical Clinic	Joint Base Andrews	MD	20762	US	2408576036
,,,,,,"1699907667	41 Mall Rd	""Lahey Clinic, Inc.""	Burlington	MA	18050001	US	7817443839"
,,,,,,1003048877	3436 Isleta Blvd SW	Pharmacist Clinic	Albuquerque	NM	871055837	US	5054627717		5054627729
,,,,,,1215169974	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325
,,,,,,1376775072	1000 Health Center Dr		Mattoon	IL	619384644	US	2172584158		2172582519
,,1255563938	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1255563938	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6159362000
,,,,,,1790917318	3601 The Vanderbilt Clinic		Nashville	TN	372322197	US	6153225000
,,1558593046	1100 Goethals Drive Suite D	Kadlec Clinic Urology	Richland,,WA,99352,1558593046	1100 Goethals Drive Suite D	Kadlec Clinic Urology	Richland	WA	99352	US	5099423165		5099423167
,,,,,,"1730311275	1 Park Ave Fl 8	""NYU Langone Medical Center, Military Family Clinic""	New York	NY	100165802	US	6467544743"
,,,,,,1689806846	4201 St Antoine Ste 8A & 8B	University Health Center	Detroit	MI	482012153	US	3137454275		3137454468
,,,,,,1689806846	4201 St Antoine Ste 8A & 8B	University Health Center	Detroit	MI	482012153	US	3137454275		3137454468
,,,,,,1922230101	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1790917953	2200 N Squirrel Rd	Graham Health Center	Rochester	MI	483094402	US	2483702341
,,,,,,1306079397	3601 The Vanderbilt Clinic		Nashville	TN	372323239	US	6153223000
,,,,,,1508099508	8695 Connecticut St Ste B	MERRILLVILLE HEALTH CENTER	Merrillville	IN	464106240	US	7735753587
,,,,,,1982837894	Essentia Health Hermantown Clinic	4855 West Arrowhead Road	Hermantown	MN	558113936	US	2187863540
,,,,,,"1770716193	Uk Division Of Rheumatology	""740 S, Limestone, J509 KY Clinic""	Lexington	KY	405360284	US	8593233900		8593236700"
,,1427281641	1 Clinic Dr		Richlands,,VA,24641,1427281641	1 Clinic Dr		Richlands	VA	24641	US	2769641232		2769641323
,"1730412636 7149 Blacksheep Run Rd ""TMC-5, Aviation Clinic"" Fort",,Campbell,KY,42223,"1730412636	7149 Blacksheep Run Rd	""TMC-5, Aviation Clinic""	Fort Campbell	KY	42223	US	2704128688		2704128421"
,,,,,,"1295068179	576 Jefferson Ave	""McDonald Army Health Center, BLDG 515""	Fort Eustis	VA	236041373	US	7573147558		7573147979"
,,1366776189	930 Caroline St	OMP Women's Clinic	Port Angeles,,WA,98362,1366776189	930 Caroline St	OMP Women's Clinic	Port Angeles	WA	98362	US	3604177365
,,,,,,1487988242	242 Brunswick St	Helen Hunt Health Center	Old Town	ME	44681613	US	2078276128
,,,,,,1043544737	1650 Cochrane Cir	Physical Therpay Clinic	Fort Carson	CO	809134603	US	7195267000		7195267072
,,,,,,1497080584	400 E 3rd St	Essentia Health Duluth Clinic	Duluth	MN	558051951	US	2187861186
,,,,,,1942535851	PSC 455 Box 171	Branch Dental Clinic Guam	FPO	AP	965401674	US	6713393175	2367
,,,,,,1720314230	20 Wall St	Lahey Clinic Wall Street	Burlington	MA	18034758	US	7817445115		7817445687
,,,,,,1104153287	1821 S Stoughton Rd	Dean Clinic-East	Madison	WI	537162257	US	6082606000		6082606939
,,,,,,1518294263	1801 Sunset Dr	Ortho Clinic	Columbia	SC	292036803	US	8034344166
,,,,,,1104154665	608 NW 9th St Ste 1000	Saint Anthony's Family Medicine Clinic	Oklahoma City	OK	731021014	US	4052313000		4052313073
,,1750619664	CVS Minute CLinic #3481	969 W. 5th St.	Marysville,,OH,43040,1750619664	CVS Minute CLinic #3481	969 W. 5th St.	Marysville	OH	43040	US	9376443615
,,1750619664	CVS Minute CLinic #3481	969 W. 5th St.	Marysville,,OH,43040,1750619664	CVS Minute CLinic #3481	969 W. 5th St.	Marysville	OH	43040	US	9376443615
,,,,,,1831428028	2791 Agoura Rd	Minute Clinic	Thousand Oaks	CA	913613101	US	8054954938	8221	8054944816
,,,,,,1881923027	2310 Craven St	NMCSD Naval Branch Clinic	San Diego	CA	921365596	US	6195569193		6195569410
,,,,,,1407185499	1000 Health Center Dr Ste 107		Mattoon	IL	619384644	US	2172584096		2172385485
,,,,,,1245560036	214 Clinic Dr		Donaldsonville	LA	703464309	US	2257655500		2254734406
,,,,,,1194055376	Marshfield Clinic	1000 N Oak Avenue	Marshfield	WI	544495703	US	7153875511
,,,,,,1205167541	3500 Tower Ave	SMHS Duluth Clinic Superior	Superior	WI	548805335	US	7153955454
,,,,,,1205167541	3500 Tower Ave	SMHS Duluth Clinic Superior	Superior	WI	548805335	US	7153955454
,,,,,,1346572591	Hancock County Elementary School Based Health Center	391 Court Street	Sneedville	TN	378690723	US	4237332121		4237334563
,,,,,,1922320092	640 Centre St	Southern Jamaica Plain Health Center	Jamaica Plain	MA	21302555	US	6179834100
,,,,,,1922320092	640 Centre St	Southern Jamaica Plain Health Center	Jamaica Plain	MA	21302555	US	6179834100
,,,,,,1750603270	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,1275856221	601 Park St	Wayne Memorial Community Health Centers	Honesdale	PA	184311445	US	5702538226		5702538228
,,,,,,1275856221	601 Park St	Wayne Memorial Community Health Centers	Honesdale	PA	184311445	US	5702538226		5702538228
,,,,,,1639493810	631 Cherry Hill Rd	Dental Clinic	Baltimore	MD	212251228	US	4103542001	11296
,,,,,,1518281161	213 Quarry Rd Fl 4	Stanford Neuroscience Health Center	Palo Alto	CA	943041416	US	6507236469		6507250390
,,1104140607	1100 Federal Blvd.	Westside Pediatric Clinic	Denver,,CO,80204,1104140607	1100 Federal Blvd.	Westside Pediatric Clinic	Denver	CO	80204	US	3034364200	64304
,,,,,,1487979951	1500 East Medical Center Dr	4th floor Clinic B CS Mott Childrens Hosp Rm 4807	Ann Arbor	MI	481094217	US	7349367030		7346153520
,,,,,,1477878700	150 Sargent Drive	Cornell Scott-Hill Health Center at Sargent Drive	New Haven	CT	65116100	US	2035033000		2035033224
,,,,,,1053636068	1185 N Elm St	Soutwest Health Center	Platteville	WI	538181207	US	6083483656		6083423025
,,1508182155	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1508182155	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1508182155	6801 Brecksville Rd Ste 10	Cleveland Clinic Home Care	Independence	OH	441315057	US	2164444663
,,,,,,1932425550	1004 Health Center Dr Ste 210		Mattoon	IL	619389253	US	2172384961		2172384962
,,1396061669	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1396061669	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1326364571	3601 The Vanderbilt Clinic		Nashville	TN	372323039	US	6153223000
,,,,,,1245556554	3601 The Vanderbilt Clinic		Nashville	TN	372325100	US	6153223000		6159360605
,,,,,,1326364639	380 Guy Park Ave	Carondelet Pavilion Health Center	Amsterdam	NY	120101065	US	5188417415		5188417417
,,,,,,1134445323	3601 The Vanderbilt Clinic		Nashville	TN	372325100	US	6153223000
,,,,,,1649596800	4100 John R	Karmanos Cancer Center - Wertz Clinic	Detroit	MI	482012013	US	8005276266		3135768381
,,,,,,1154647261	518 W 1st Ave	Toppenish Medical-Dental Clinic	Toppenish	WA	989481564	US	5098655600		5098655783
,,,,,,1396061156	3601 The Vanderbilt Clinic		Nashville	TN	372320685	US	6159362000
,,,,,,1720305360	1841 Park Ave	Fast Break: Mobile Mental Health Clinic	New York	NY	100351316	US	6464596163
,,,,,,1265759807	24411 Health Center Dr Ste 610		Laguna Hills	CA	926533672	US	9494527277		9494527282
,,,,,,1841517539	500 Clinic Dr		Hopkinsville	KY	422404991	US	2707073300
,,,,,,1124345574	3601 The Vanderbilt Clinic		Nashville	TN	372324701	US	6153223000
,,,,,,1861719072	622 W 168th St	Vanderbilt Clinic 10th floor	New York	NY	100323720	US	2123052343
,,,,,,1023335965	Marshfield Clinic Weston Center	3400 Ministry Pkwy	Weston	WI	544765213	US	7153931000		7153931000
,,,,,,1043537871	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384960		2172582519
,,,,,,"1659699197	Unc Ch Department Of Radiology	""2000 Old Clinic Building, CB# 7510""	Chapel Hill	NC	275997510	US	9199664400"
,,,,,,1841518057	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384960		2172384951
,,1841518883	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1841518883	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1477871325	8210 21st Ave S	Vanderbilt Eskind Diabetes Clinic	Nashville	TN	372320001	US	6159368893
,,1952629867	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1952629867	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,"1962721738	101 Martin Luther King Dr	""East ridge clinic, MCHS, pediatric clinic""	Mankato	MN	560016460	US	8774127575"
,,,,,,1053630459	1313 Fish Hatchery Rd	Dean Clinic	Madison	WI	537151911	US	6082528000		6082528245
,,,,,,1699094995	1000 Health Center Dr Ste 302		Mattoon	IL	619384644	US	2172384850		2172384855
,"1639498934 ""40 Duke Medicine Circle, Clinic 1F""",,Durham,NC,27710,"1639498934	""40 Duke Medicine Circle, Clinic 1F""		Durham	NC	27710	US	9196846968"
,,,,,,1225358096	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1508186362	115 10th Ave NE	Essentia Health Deer River Clinic	Deer River	MN	566368795	US	2182468275
,,,,,,"1548580269	6420 Clayton Rd	""ST. MARY'S HEALTH CENTER, DEPT. OF INTERNAL MEDICINE""	Saint Louis	MO	631171811	US	3147688778"
,"1053631317 705 8th Street ""McFarland Clinic, PC"" Story",,City,IA,50248,"1053631317	705 8th Street	""McFarland Clinic, PC""	Story City	IA	50248	US	5157335191		5157335354"
,,,,,,1740500065	1200 NW 23rd Ave	Legacy Clinic Good Samaritan	Portland	OR	972102906	US	5034137074		5034136892
,,,,,,1619297959	1235 8th St	ECFH Las Vegas Clinic	Las Vegas	NM	877014219	US	5054256788		5054255408
,,,,,,1609196872	150 Clinic Ave Ste 101		Carrollton	GA	301174402	US	7708340873
,,,,,,1740500826	1000 Health Center Dr		Mattoon	IL	619389261	US	2172584325		2173484290
,,,,,,1124348248	400 E 3rd St	Essentia Health Duluth Clinic	Duluth	MN	558051951	US	2187868364
,,,,,,1467773382	41 Mall Rd	Lahey Clinic	Burlington	MA	18050001	US	7817443839		7817441597
,,,,,,"1356662084	Cleveland Clinic Foundation	""9500,Euclid Avenue""	Cleveland	OH	441950001	US	2163084948		2164447360"
,,,,,,1033430624	1004 Health Center Dr Ste 210		Mattoon	IL	619384608	US	2173484961		2172384962
,,,,,,1093036501	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9542704611
,,,,,,1184945586	Lahey Clinic 41 Mall Road Department Of Plastic Surgery		Burlington	MA	18051921	US	7817448940
,,1386955425	300 E Hospital Road	12th Floor Neurology Clinic	Fort Gordon,,GA,30809,1386955425	300 E Hospital Road	12th Floor Neurology Clinic	Fort Gordon	GA	30809	US	7066916385
,,,,,,1649581778	200 Clinic Dr		Madisonville	KY	424311661	US	2708257200
,,,,,,1912218116	700 24th St	Kenner Army Health Clinic	Fort Lee	VA	238011716	US	8047349168
,,,,,,1841501970	200 Clinic Dr		Madisonville	KY	424311661	US	2708256688		2708257266
,,,,,,1922319805	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,1508177361	1501 N Campbell Ave	6th floor Outpatient clinic	Tucson	AZ	857240001	US	5206948888		5206264333
,,,,,,1659682243	881 Uss James Madison Rd	Naval Branch Health Clinic Kings Bay	Kings Bay	GA	315472531	US	9125739297		9125733967
,,,,,,1689985202	911 Bypass Rd	Clinic 6	Pikeville	KY	415011689	US	6062186409		6062187509
,,1366753931	Marshfield Clinic	1000 N Oak Avenue	Marshfield,,WI,54449,1366753931	Marshfield Clinic	1000 N Oak Avenue	Marshfield	WI	54449	US	7153875511
,,,,,,1639481989	Cleveland Clinic Foundation	9500 Euclid Ave	Cleveland	OH	441950001	US	2169861256		2169861191
,,1790097996	2950 Cleveland Clinic Blvd		Weston,,FL,33331,1790097996	2950 Cleveland Clinic Blvd		Weston	FL	33331	US	9546595815
,,,,,,1760794770	3601 The Vanderbilt Clinic		Nashville	TN	372325741	US	6159362000
,,,,,,1386956100	200 Health Center Dr		Union	WV	249838442	US	3047723064
,,,,,,1568774131	3601 The Vanderbilt Clinic		Nashville	TN	372325100	US	6159362000
,,,,,,1538471917	400 E 3rd St	Essentia Health Duluth Clinic	Duluth	MN	558051951	US	2187868364
,,,,,,1598078909	3601 The Vanderbilt Clinic		Nashville	TN	372321511	US	6153223000
