org,street,city,state,zip,affordable,score
, BLUESTEM HEALTH 1021 N 27th St Lincoln,,NE,68503-1803,False,0
" ""SOUTHSIDE MEDICAL CENTER, INC.""",1046 Ridge Ave SW Atlanta,"INC."" 1046 Ridge Ave SW Atlanta",GA,30315-1640,False,0
" ""NORTH COUNTRY HEALTHCARE, INC.""",2920 North Fourth Street Flagstaff,"INC."" 2920 North Fourth Street Flagstaff",AZ,86004-1816,False,0
, COMMON GROUND HEALTH CLINIC 441 Wall Blvd Gretna,,LA,70056-7723,False,0
" UNIVERSITY OF DENVER ""2199 S University Blvd, Rm 222""",,Denver,CO,80210-4711,False,0
, FLORIDA DEPARTMENT OF HEALTH 4052 Bald Cypress Way Bin 01 Tallahassee,,FL,32399-0001,False,0
" ""HPM FOUNDATION, INC""", Ave Borinquen San Juan,"INC"" Ave Borinquen San Juan",PR,00915-3822,False,0
, Boston Public Health Commission 1010 Massachusetts Ave FL 2 Boston,,MA,02118-2853,False,0
, SETTLEMENT HEALTH & MED 212 E 106th St New York,,NY,10029-4007,False,0
, PROJECT HOPE 519 West St # 525 Camden,,NJ,08103-3522,False,0
, NORTHEAST OHIO NEIGHBORHOOD HEALTH SERVICES INC 4800 Payne Ave Cleveland,,OH,44103-2443,False,0
" ""BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICES, INCORPORATED""",721 Okatie Hwy Okatie,"INCORPORATED"" 721 Okatie Hwy Okatie",SC,29909-3963,False,0
, SHOSHONE BANNOCK TRIBES Pima Dr Pocatello,,ID,83202,False,0
" THE JEWISH RENAISSANCE FOUNDATION ""1090 King Georges Post Rd, Ste 704""",,Edison,NJ,08837-3722,False,0
, FAMILY HEALTH NETWORK 85 S West St Homer,,NY,13077-1542,False,0
" ""ALIVIO MEDICAL CENTER, INC""",966 West 21St Street Chicago,"INC"" 966 West 21St Street Chicago",IL,60608-4511,False,0
, AMOSKEAG HEALTH 145 Hollis St Manchester,,NH,03101-1235,False,0
, LITTLE RIVERS HEALTH CARE 4628 Main St S Newbury,,VT,05051-9712,False,0
, TAHOE FOREST HEALTH SYSTEM FOUNDATION 11075 Donner Pass Rd Truckee,,CA,96161-0442,False,0
, UNITED WAY OF WISCONSIN INC Atwood Ave Madison,,WI,53704-6608,False,0
, KODIAK AREA NATIVE ASSOCIATION 3449 E Rezanof Drive Kodiak,,AK,99615-6952,False,0
, BELKNAP PROJECT ASSOCIATES LLC 6717 Bonnie Bay Cir N Pinellas Park,,FL,33781-4813,False,0
" ""RIDGEVIEW PSYCHIATRIC HOSPITAL AND CENTER, INC.""",240 W Tyrone Rd Oak Ridge,"INC."" 240 W Tyrone Rd Oak Ridge",TN,37830-6517,False,0
, SUMMA HEALTH 1077 Gorge Blvd Akron,,OH,44310-2408,False,0
, MUNICIPIO DE SAN JUAN 161 Ave Carlos Chardon San Juan,,PR,00918-1712,False,0
, ST LUKES MINERS MEMORIAL HOSPITAL 360 W Ruddle St Coaldale,,PA,18218-1027,False,0
, TEACHERS COLLEGE COLUMBIA UNIVERSITY 525 W 120th St New York,,NY,10027-6605,False,0
, MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES 235 S Grand Ave Lansing,,MI,48933-1805,False,0
, BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA 4215 Emile St Omaha,,NE,68105,False,0
" ""OSTEOPATHIC MEDICAL EDUCATION CONSORTIUM OF OKLAHOMA, INC""",1111 W 17th St # 325 Tulsa,"INC"" 1111 W 17th St # 325 Tulsa",OK,74107-1886,False,0
, JEFFERSON PAR HUMAN SERVICES AUTHORITY 3616 S I 10 Service Rd W Metairie,,LA,70001-1819,False,0
, INSTITUTE FOR PUBLIC HEALTH INNOVATION 1250 Connecticut Ave Nw Washington,,DC,20036-2603,False,0
" CITY COUNTY HEALTH DISTRICT ""415 2nd Ave NE, Suite 101"" Valley",,City,ND,58072-3060,False,0
" ""THE VERMONT ASSOCIATION FOR MENTAL HEALTH AND ADDICTION RECOVERY, INC."" ""1 Blanchard Ct, Ste 204""",,Montpelier,VT,05602-3843,False,0
, THE REGENTS OF THE UNIV. OF COLORADO 13001 E 17th Pl STE F428 Aurora,,CO,80045-2571,False,0
, MICHIGAN CENTER FOR RURAL HEALTH Fee Rd East Lansing,,MI,48824,False,0
, OKLAHOMA STATE UNIVERSITY 1111 W 17th St Tulsa,,OK,74107-1800,False,0
" ""JBS INTERNATIONAL, INC.""",11200 Rockville Pike STE 320 Rockville,"INC."" 11200 Rockville Pike STE 320 Rockville",MD,20852-3154,False,0
, UNIVERSITY OF UTAH 201 Presidents Cir Salt Lake City,,UT,84112-9049,False,0
, QUALITY HOME CARE SERVICES 3607 Beatties Ford Road Charlotte,,NC,28216-3249,False,0
, Access To Wholistic And Productive Living Incorporated 3611 43rd Avenue Brentwood,,MD,20722-,False,0
, SANILAC COUNTY HEALTH DEPARTMENT 171 Dawson St Sandusky,,MI,48471-1144,False,0
, HEALTH & HUMAN SERVICES 311 State Street Springfield,,MA,01105-1320,False,0
, DEPARTMENT OF HEALTH ONE FAGAALU ROAD PAGO PAGO,,AS,96799,False,0
, LONE STAR CIRCLE OF CARE 205 E University Ave Georgetown,,TX,78626-6814,False,0
" ""LA ESPERANZA CLINIC, INC.""",34 Buick St San Angelo,"INC."" 34 Buick St San Angelo",TX,76901-4730,False,0
, YALE UNIV 150 Munson St New Haven,,CT,06511-3572,False,0
, BOARD OF REGENTS TENNESSEE 1 Bridgestone Park Nashville,,TN,37214-2453,False,0
, TRUSTEES OF INDIANA UNIVERSITY 107 S Indiana Ave Bloomington,,IN,47405-7000,False,0
, AIDS CARE GROUP 2304 Edgmont Ave Chester,,PA,19013-5038,False,0
, UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL 104 Airport Dr Chapel Hill,,NC,27599,False,0
, THE MEDICAL UNIVERSITY OF SOUTH CAROLINA 179 Ashley Ave Charleston,,SC,29425-8908,False,0
, UNIVERSITY OF NORTH DAKOTA 264 Centennial Dr STOP 8371 Grand Forks,,ND,58202-8371,False,0
, MOUNTAIN STATES HEALTH ALLIANCE 400 N State Of Franklin Rd Johnson City,,TN,37604-6094,False,0
, STATE OF MT DEPT HEALTH AND HUMAN SERVICES 2401 Colonial Drive Helena,,MT,59601-4980,False,0
" MONTANA MIGRANT & SEASONAL FARM WORKERS ""3318 3rd Ave N, Ste 200""",,Billings,MT,59101-,False,0
, OHIO UNIVERSITY 1 Ohio University Athens,,OH,45701-2942,False,0
, LUBBOCK COUNTY HOSPITAL DISTRICT 602 Indiana Ave Lubbock,,TX,79415-3364,False,0
, WESLEY COMMUNITY CENTER INC 1300 South 10th Street Phoenix,,AZ,85034,False,0
, THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO 7703 Floyd Curl Dr San Antonio,,TX,78229-3900,False,0
, COMMONWEALTH HEALTHCARE CORPORATION 1178 HINEMLU' ST GARAPAN Saipan,,MP,96950,False,0
, NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES 301 Centennial Mall S Lincoln,,NE,68508-2529,False,0
, NEW HAMPSHIRE DEPARTMENT OF HEALTH & HUMAN SERVICES 129 Pleasant St Concord,,NH,03301-3852,False,0
, KANSAS CITY CARE CLINIC 3515 Broadway Blvd Kansas City,,MO,64111-2501,False,0
, CHOCTAW NATION OF OKLAHOMA 1802 Chukka Hina Durant,,OK,74701-7117,False,0
" ""University Of California, Los Angeles""",10889 Wilshire Blvd Los Angeles,"Los Angeles"" 10889 Wilshire Blvd Los Angeles",CA,90024-4201,False,0
, ATHOL MEMORIAL HOSPITAL Main Street Athol,,MA,01331-3598,False,0
, PURDUE UNIVERSITY 2550 Northwestern Ave West Lafayette,,IN,47906-1332,False,0
, UNIVERSITY OF ARKANSAS 1125 W Maple St STE 316 Fayetteville,,AR,72701-3124,False,0
" OHIOHEALTH RESEARCH INSTITUTE ""3545 Olentangy River Rd, Ste 301""",,Columbus,OH,43214-3907,False,0
, PROJECT HOME 1515 Fairmount Ave Philadelphia,,PA,19130-2936,False,0
" ""SAFE HAVEN MINISTRIES, INC.""",1157 S Rogers St Clarksville,"INC."" 1157 S Rogers St Clarksville",AR,72830-9158,False,0
, CENTRAL CITY CONCERN 232 NW 6th Ave Portland,,OR,97209-3609,False,0
, HEALTH CARE FOR HOMELESS INC 421 Fallsway Baltimore,,MD,21202-4800,False,0
, LIFE & DISCOVERY INC 45 E All Saints St Frederick,,MD,21701-5633,False,0
, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI 1 Gustave L Levy Pl New York,,NY,10029-6500,False,0
, CARE FOR HOMELESS 30 E 33rd St New York,,NY,10016-5337,False,0
, UNIVERSITY OF MISSISSIPPI MEDICAL CENTER 2500 N State St Jackson,,MS,39216-4505,False,0
, MEMORIAL HOSPITAL OF SOUTH BEND INC 615 N Michigan St South Bend,,IN,46601-1087,False,0
, YOUR HEALTH CLINIC 1521 Baker Rd Sherman,,TX,75090-2409,False,0
, NORTHWEST HEALTH SERVICES INC 2303 Village Dr Saint Joseph,,MO,64506-4954,False,0
, NORTH DAKOTA DEPARTMENT OF HUMAN SERVICES 600 E Boulevard Ave Bismarck,,ND,58505-0601,False,0
, Mental Health Association In Indiana Inc 1431 N Delaware St Indianapolis,,IN,46202-2416,False,0
, CARESOUTH CAROLINA INC 201 S 5th St Hartsville,,SC,29550-4211,False,0
, DEPARTMENT OF PUBLIC HEALTH AND SOCIAL SERVICES 123 Chalan Kareta Mangilao,,GU,96913,False,0
, VALLEY HEALTH SYSTEMS INC 3377 US Route 60 Huntington,,WV,25705-2837,False,0
" ""PANCARE OF FLORIDA, INC.""",403 E 11th St Panama City,"INC."" 403 E 11th St Panama City",FL,32401-3409,False,0
, RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL 700 Childrens Dr Columbus,,OH,43205-2639,False,0
" WV PERINATAL PARTNERSHIP INC ""1018 Kanawha Blvd E, Suite 1100""",,Charleston,WV,25301-2836,False,0
" COUNCIL FOR THE ADVANCEMENT OF SOCIAL SERVICES AND EDUCATION ""2120 Bert Kouns Industrial Loop, Ste A""",,Shreveport,LA,71118-3351,False,0
" ""SOUTHERN HEALTHCARE COLLABORATION, INC.""",821 S Main St STE A Baxley,"INC."" 821 S Main St STE A Baxley",GA,31513-0163,False,0
, COMMUNITY OF HOPE INC. 4 Atlantic St Sw Washington,,DC,20032-2350,False,0
, NORTHWEST COLORADO VISITING NURSE ASSOCIATION 940 Central Park Dr Steamboat Springs,,CO,80487-8816,False,0
" SALUD PARA LA GENTE ""195 Aviation Way, Ste 200""",,Watsonville,CA,95076-,False,0
, GREENVILLE RANCHERIA TRIBAL HEALTH PROGRAM 410 Main St Greenville,,CA,95947-9514,False,0
, STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES 101 Blair Drive Raleigh,,NC,27603-,False,0
, MEHARRY MEDICAL COLLEGE 1005 Dr DB Todd Jr Blvd Nashville,,TN,37208-3501,False,0
, BETHEL FAMILY CLINIC 631 Main St Bethel,,AK,99559,False,0
" ""PROJECT HEALTH, INC.""",1425 S US 301 Sumterville,"INC."" 1425 S US 301 Sumterville",FL,33585-5141,False,0
, OCOEE REGIONAL HEALTH CORP 6784 Highway 411 Benton,,TN,37307-4818,False,0
" ""CONNECTICUT INSTITUTE FOR COMMUNITIES, INC""",120 Main St Danbury,"INC"" 120 Main St Danbury",CT,06810-7834,False,0
, PIEDMONT HEALTH SERVICES INC 88 Vilcom Center Dr Chapel Hill,,NC,27514-1660,False,0
, Delaware Department of Health and Social Services N Dupont Hwy New Castle,,DE,19720-1160,False,0
" ""United Way of Rutherford County, Inc.""",668 Withrow Road Forest City,"Inc."" 668 Withrow Road Forest City",NC,28043-9695,False,0
, NEW HEALTH PROGRAMS ASSOCIATION 509 E Main Ave Chewelah,,WA,99109-8964,False,0
" ""NEIGHBORHOOD IMPROVEMENT PROJECT, INC.""",2467 Golden Camp Rd Augusta,"INC."" 2467 Golden Camp Rd Augusta",GA,30906-5515,False,0
, OREGON HEALTH & SCIENCE UNIVERSITY 3181 SW Sam Jackson Park Rd Portland,,OR,97239-3042,False,0
, CHILDREN'S DENTAL SERVICES 636 Broadway St Ne Minneapolis,,MN,55413-2150,False,0
" ""HEALTHY CONNECTIONS, INC.""",136 Health Park Dr Mena,"INC."" 136 Health Park Dr Mena",AR,71953-9072,False,0
" ""OHIO NORTH EAST HEALTH SYSTEMS, INC.""",726 Wick Ave Youngstown,"INC."" 726 Wick Ave Youngstown",OH,44505-2827,False,0
" ""SUN RIVER HEALTH, INC.""",1037 Main St Peekskill,"INC."" 1037 Main St Peekskill",NY,10566-2913,False,0
" ""RURAL HEALTH REDESIGN CENTER ORGANIZATION, INC.""",28 Hossler Rd Manheim,"INC."" 28 Hossler Rd Manheim",PA,17545-9288,False,0
" ""THE CENTER FOR ADDICTION STUDIES AND RESEARCH, LLC""",31 Sunset Ct Stamford,"LLC"" 31 Sunset Ct Stamford",CT,06903-2435,False,0
, ROCKING HORSE CENTER 651 S Limestone St Springfield,,OH,45505-,False,0
, STEPWORKS RECOVERY CENTERS LLC 1111 Crown Pointe Dr Elizabethtown,,KY,42701-7101,False,0
, WILKES COUNTY 110 West North Street Wilkesboro,,NC,28697-2560,False,0
" ""HOUSTON AREA COMMUNITY SERVICES, INC.""",2150 W 18Th St Houston,"INC."" 2150 W 18Th St Houston",TX,77008-5200,False,0
, ROSA CLARK MEDICAL CLINIC INC 301 Memorial Dr STE E Seneca,,SC,29672-9445,False,0
, Swope Health Services Dr Martin Luther King Junior Blvd Kansas City,,MO,64129-,False,0
" ""SOUTH CENTRAL MEDICAL AND RESOURCE CENTER, INC.""",216 S Main St Lindsay,"INC."" 216 S Main St Lindsay",OK,73052-5634,False,0
, ALETHEIA HOUSE INC 201 Finley Ave W Birmingham,,AL,35204-1047,False,0
" ""TRIAD ADULT & PEDIATRIC MEDICINE, INC.""",1002 S Eugene St Greensboro,"INC."" 1002 S Eugene St Greensboro",NC,27406-1308,False,0
, UNITED MEDICAL CENTERS 2525 N Veterans Blvd Eagle Pass,,TX,78852-3302,False,0
" ""UCONNECTCARE, INC.""",430 E Main St Batavia,"INC."" 430 E Main St Batavia",NY,14020-2519,False,0
, EAST CENTRAL OKLAHOMA FAM 120 E Broadway St Wetumka,,OK,74883-4505,False,0
, ASIAN HEALTH SERVICES 101 8th St Oakland,,CA,94607-4707,False,0
" ""NORTHERN OSWEGO COUNTY HEALTH SERVICES, INC.""",61 Delano St Pulaski,"INC."" 61 Delano St Pulaski",NY,13142-1200,False,0
" ""FETTER HEALTH CARE NETWORK, INC.""",51 Nassau St Charleston,"INC."" 51 Nassau St Charleston",SC,29403-5500,False,0
" ""COMMUNITY CARE CLINIC OF FRANKLIN, INC""",1830 Lakeside Dr Franklin,"INC"" 1830 Lakeside Dr Franklin",NC,28734-6778,False,0
, PEDIATRIC AND FAMILY MEDICAL FOUNDATION 1530 South Olive Street Los Angeles,,CA,90015-3023,False,0
, NDRI VENTURES INC 31 W 34th St New York,,NY,10001-3009,False,0
" Multnomah County ""501 SE Hawthorne Blvd, #531""",,Portland,OR,97214-3587,False,0
" ""Miami-Dade, County Of""",111 NW 1st St FL 22 Miami,"County Of"" 111 NW 1st St FL 22 Miami",FL,33128-,False,0
, PINES HEALTH SERVICES 74 Access Hwy Caribou,,ME,04736-3807,False,0
, CENTRAL NORTH ALABAMA HEALTH SERVICES INC 110 Walker Ave NE Huntsville,,AL,35801-4739,False,0
, BAYLOR COLLEGE OF MEDICINE 1 Baylor Plz Houston,,TX,77030-3498,False,0
, LUCE MACKINAC HEALTH DEPARTMENT 14150 HAMILTON LAKE RD Newberry,,MI,49868,False,0
" ""ODA PRIMARY HEALTH CARE NETWORK, INC.""",14 Heyward St Brooklyn,"INC."" 14 Heyward St Brooklyn",NY,11249-7823,False,0
, EAST GA HEALTHCARE CENTER 215 N Coleman St Swainsboro,,GA,30401-3530,False,0
" ""NORTHWEST HUMAN SERVICES, INC.""",681 Center St Ne Salem,"INC."" 681 Center St Ne Salem",OR,97301-3722,False,0
, ARIZONA YOUTH PARTNERSHIP 7575 W Twin Peaks Rd STE 165 Tucson,,AZ,85743-1538,False,0
, CHASE BREXTON HEALTH SERVICES INC. 1111 N Charles St Baltimore,,MD,21201-5505,False,0
, CATHOLIC UNIVERSITY OF AMERICA (THE) 620 Michigan Ave Ne Washington,,DC,20064-0002,False,0
" ""THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED""",1776 SW Madison St Portland,"INCORPORATED"" 1776 SW Madison St Portland",OR,97205-1715,False,0
, UNIVERSITY OF ALABAMA 801 University Blvd Tuscaloosa,,AL,35401,False,0
" THE WRIGHT CENTER FOR GRADUATE MEDICAL EDUCATION ""501 S Washington Ave, Suite 1000""",,Scranton,PA,18505-3805,False,0
" ""INDIANA RURAL HEALTH ASSOCIATION, INC."" ""2901 Ohio Blvd, Ste 240"" Terre",,Haute,IN,47803-2245,False,0
, WHITMAN-WALKER CLINIC INC 1377 R St NW Washington,,DC,20009-6293,False,0
" ""CAMDEN-ON-GAULEY MEDICAL CENTER, INC.""",10003 Webster Rd Camden On Gauley,"INC."" 10003 Webster Rd Camden On Gauley",WV,26208-7713,False,0
, Denver Health and Hospital Authority 777 Bannock St Denver,,CO,80204-4597,False,0
" ""WESTCARE NEVADA, INC.""",1711 Whitney Mesa Dr STE 100 Henderson,"INC."" 1711 Whitney Mesa Dr STE 100 Henderson",NV,89014-,False,0
" ""PENNYROYAL HEALTHCARE SERVICES, INC""",402 N Jefferson St Princeton,"INC"" 402 N Jefferson St Princeton",KY,42445-1553,False,0
, RURAL HEALTH SERVICES INC 1000 Clyburn Pl Aiken,,SC,29801-4193,False,0
" ""UNIVERSITY OF MARYLAND, BALTIMORE""",220 Arch St OFC level2 Baltimore,"BALTIMORE"" 220 Arch St OFC level2 Baltimore",MD,21201-1531,False,0
, TEXAS A & M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER 6003 TAMU College Station,,TX,77843-0001,False,0
" THE CLEVELAND CLINIC FOUNDATION ""9500 Euclid Ave, #NA4""",,Cleveland,OH,44195-0001,False,0
" ""TRENTON MEDICAL CENTER, INC.""",23476 NW 186th Ave High Springs,"INC."" 23476 NW 186th Ave High Springs",FL,32643-0673,False,0
, FLETCHER GROUP INC 601 Meyers Baker Rd STE 238 London,,KY,40741-3035,False,0
, YAKIMA VALLEY FARM WORKERS CLINIC 604 W 1st Ave Toppenish,,WA,98948-1500,False,0
, CITIZENS MEMORIAL HOSPITAL DISTRICT OF POLK COUNTY 1500 N Oakland Ave Bolivar,,MO,65613-3099,False,0
" ""Health And Human Services, Maine Department Of""",11 STATE HOUSE STA Augusta,"Maine Department Of"" 11 STATE HOUSE STA Augusta",ME,04333-0011,False,0
, UNIVERSITY OF ROCHESTER 910 Genesee St STE 200 Rochester,,NY,14611-3847,False,0
, REGIONAL HEALTH REACH INC 360 Monroe Ave Rochester,,NY,14607-3662,False,0
, PREFERRED FAMILY HEALTHCARE INC 900 E Laharpe St Kirksville,,MO,63501,False,0
" ""COMMUNITY MEDICAL CENTERS, INC.""",7210 Murray Dr Stockton,"INC."" 7210 Murray Dr Stockton",CA,95210-3339,False,0
, DETROIT CNTRL CTY COMMUNITY MNTL 10 Peterboro St Detroit,,MI,48201-2722,False,0
, NEW HORIZON FAMILY HEALTH SERVICES INC 975 W Faris Rd Greenville,,SC,29605-4241,False,0
" ""RURAL HEALTH CARE, INCORPORATED""",146 Comfort Rd Palatka,"INCORPORATED"" 146 Comfort Rd Palatka",FL,32177-8636,False,0
" OMNI FAMILY HEALTH ""4900 California Ave, Ste 400B""",,Bakersfield,CA,93309-7081,False,0
, OWENSVILLE PRIMARY CARE INC 134 Owensville Rd West River,,MD,20778-9702,False,0
" NORTH BROWARD HOSPITAL DISTRICT ""1800 NW 49th St, Ste 120"" Fort",,Lauderdale,FL,33309-3092,False,0
, GEORGIA HIGHLANDS MEDICAL SERVICE INC 260 Elm St Cumming,,GA,30040-2467,False,0
, CHILDREN'S HOSPITAL & RESEARCH CENTER AT OAKLAND 747 52nd St Oakland,,CA,94609-1859,False,0
, Avera Mckennan 1325 S Cliff Ave Sioux Falls,,SD,57105-1007,False,0
, IOWA DEPARTMENT OF PUBLIC HEALTH 321 E 12th St Des Moines,,IA,50319-1002,False,0
, SPECTRUM HEALTH SERVICES 5201 Haverford Ave Philadelphia,,PA,19139-1401,False,0
" ""TOTAL HEALTH CARE, INC.""",1501 Division St Baltimore,"INC."" 1501 Division St Baltimore",MD,21217-3121,False,0
, NO AIDS TASK FORCE 1631 Elysian Fields Ave New Orleans,,LA,70117-8208,False,0
" ""Citizens of Lake County for Health Care, Inc.""",710 Carl Perkins Pkwy Tiptonville,"Inc."" 710 Carl Perkins Pkwy Tiptonville",TN,38079-1678,False,0
" ""BRATTLEBORO MEMORIAL HOSPITAL, INC.""",17 Belmont Ave Brattleboro,"INC."" 17 Belmont Ave Brattleboro",VT,05301-7601,False,0
, MCCULLOUGH-HYDE MEMORIAL HOSPITAL ENDOWMENT FUND 110 N Poplar St Oxford,,OH,45056-1204,False,0
, LEIGH-ANNE WHITE & COMPANY LLC 106 E 2nd St Vidalia,,GA,30474-4709,False,0
" ""NORTH FLORIDA MEDICAL CENTERS, INC.""",2804 Remington Green Cir Tallahassee,"INC."" 2804 Remington Green Cir Tallahassee",FL,32308-8707,False,0
" ""JUNIPER HEALTH, INC.""",1025 Grand Ave Beattyville,"INC."" 1025 Grand Ave Beattyville",KY,41311,False,0
, MONTEFIORE MEDICAL CENTER 111 E 210th St Bronx,,NY,10467-2401,False,0
" ""GASTON FAMILY HEALTH SERVICES, INC.""",200 East Second Avenue Gastonia,"INC."" 200 East Second Avenue Gastonia",NC,28052-4358,False,0
, BORINQUEN HEALTH CARE CENTER INC 3601 Federal Hwy Miami,,FL,33137-3795,False,0
, HEALTHIE GEORGIA CORPORATION 456 Bull Frog Ln Clayton,,GA,30525-4064,False,0
" HEALING HANDS MINISTRIES ""5750 Pineland Dr, Ste 300""",,Dallas,TX,75231-9242,False,0
" ""VOLUNTEERS OF AMERICA OF OKLAHOMA, INC.""",9605 E 61st St Tulsa,"INC."" 9605 E 61st St Tulsa",OK,74133-6308,False,0
, STATE OF RHODE ISLAND DEPARTMENT OF HEALTH 3 Capitol Hl Providence,,RI,02908-5034,False,0
, NEIGHBORHOOD HEALTH CLINICS 1717 S Calhoun St Fort Wayne,,IN,46802-5257,False,0
" ""CENTER FOR PAN ASIAN COMMUNITY SERVICES, INC.""",3510 Shallowford Rd NE Atlanta,"INC."" 3510 Shallowford Rd NE Atlanta",GA,30341-2909,False,0
, TENNESSEE DEPARTMENT OF HEALTH 710 James Robertson Pkwy Nashville,,TN,37243-1219,False,0
, OPPORTUNITIES INDUSTRIALIZATION CENTER INC 402 East Virginia Street Rocky Mount,,NC,27801-3454,False,0
, OHIO DEPARTMENT OF HEALTH 246 N High St Columbus,,OH,43215-2406,False,0
" ""LA CLINICA DE LA RAZA, INC.""",1515 Fruitvale Ave Oakland,"INC."" 1515 Fruitvale Ave Oakland",CA,94601-2355,False,0
" ""REGIONAL HEALTH CARE AFFILIATES, INC.""",121 E Main St Providence,"INC."" 121 E Main St Providence",KY,42450-1268,False,0
, MUNSON HEALTHCARE GRAYLING 1100 E Michigan Ave Grayling,,MI,49738-1334,False,0
, ROBESON HEALTH CARE CORPORATION 60 Commerce Drive Pembroke,,NC,28372,False,0
, CORNERSTONE WHOLE HEALTHCARE ORGANIZATION INC 11485 Payette Heights Rd Payette,,ID,83661-5012,False,0
" ""LA MAESTRA FAMILY CLINIC, INC.""",4060 Fairmount Avenue San Diego,"INC."" 4060 Fairmount Avenue San Diego",CA,92105-1608,False,0
, SANDHILLS MEDICAL FOUNDATON JEFFERSON 409 E Church St Jefferson,,SC,29718-8701,False,0
, NEIGHBORHOOD OUTREACH ACCESS TO HEALTH 7500 North Dreamy Draw Drive Phoenix,,AZ,85020-4660,False,0
" ""The Children's Clinic, Serving Children And Their Families"" ""701 E 28th St, Ste 200"" Long",,Beach,CA,90806-2784,False,0
, YELLOWSTONE CITY COUNTY HEALTH DEPARTMENT 123 S 27th St Billings,,MT,59101-4227,False,0
, HAMDARD HEALTH ALLIANCE 228 E Lake St Addison,,IL,60101-2889,False,0
" ""CENTRO DE SALUD FAMILIAR DR. JULIO PALMIERI FERRI, INC"" Calle Morse & Calle Valentina",,Arroyo,PR,00714-2607,False,0
, OZARK TRI-COUNTY HEALTH CARE CONSORTIUM 475 Nelson Ave Neosho,,MO,64850-8825,False,0
" ""CUSTOMER VALUE PARTNERS, LLC""",805 15th St NW STE 650 Washington,"LLC"" 805 15th St NW STE 650 Washington",DC,20005-2281,False,0
, SAWTOOTH MOUNTAIN CLINIC 513 5th Ave W Grand Marais,,MN,55604,False,0
" ""GIFFORD HEALTH CARE, INC.""",44 S Main St Randolph,"INC."" 44 S Main St Randolph",VT,05060-1381,False,0
, Catahoula Parish Hospital District #2 307 Chisum St Sicily Island,,LA,71368-4807,False,0
, AL DEPARTMENT OF MENTAL HEALTH & RET 100 N Union St Montgomery,,AL,36104-3719,False,0
, NATIVE VILLAGE OF EYAK 110 Nicholoff Way Cordova,,AK,99574-0329,False,0
, EL CENTRO DE CORAZON 412 Telephone Rd Houston,,TX,77023-1840,False,0
, CORNERSTONE FAMILY HEALTHCARE 2570 United States Route 9W Cornwall,,NY,12518,False,0
, COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT 4300 Cherry Creek Dr S Denver,,CO,80246-1523,False,0
" ""CORE TREATMENT SERVICES, INC""",3733 Dewey St Manitowoc,"INC"" 3733 Dewey St Manitowoc",WI,54220-5844,False,0
" ""Clark County, NV"" ""500 S Grand Central Pkwy, #6"" Las",,Vegas,NV,89155-4502,False,0
, MECKLENBURG COUNTY 600 E 4th St Charlotte,,NC,28202-2816,False,0
, COUNTY OF LINCOLN 36 SW Nye St Newport,,OR,97365-3821,False,0
" ""RECOVERY CONSULTANTS OF ATLANTA, INCORPORATED"" "" Lakeside Pkwy, Suite 510""",,Tucker,GA,30084-5859,False,0
, CAHABA MEDICAL CARE FOUNDATION 195 Hospital Dr Centreville,,AL,35042-2935,False,0
, CURTIS V COOPER PRIMARY HEALTH CARE INC 2 Roberts St Savannah,,GA,31408-3524,False,0
, EAST HILL FAMILY MEDICAL INC. 144 Genesee St Auburn,,NY,13021-3509,False,0
, ST CROIX REGIONAL HEALTH CTR 136 Mill St Princeton,,ME,04668-3344,False,0
, TANDEM HEALTH SC 550 S Pike W Sumter,,SC,29150-2616,False,0
" KANSAS DEPARTMENT OF HEALTH & ENVIRONMENT ""1000 SW Jackson St, Ste 570""",,Topeka,KS,66612-1371,False,0
, PCC COMMUNITY WELLNESS CENTER 14 Lake Street Oak Park,,IL,60302-2606,False,0
